,id,context,question,answers
853,853,"la centrale de tokai mura, à 70 km de tokyo, aura une puissance nette de i58 mwe (rendement : 27,7 %)· elle est construite par la english electric pour le compte de la japan atomic power cy, et sera mise en service en lç'ó4.",electric,"{""text"": [""electric""], ""answer_start"": [138]}"
854,854,a.e.g./general electric entre autres,electric,"{""text"": [""electric""], ""answer_start"": [15]}"
855,855,"en automne i963, la commission d'euratom a demandé aux firmes general electric et westinghouse à quels prix elles pourraient construire en europe une centrale nucléaire de 300 mwe à 500 mwe appelée à entrer en service entre 1968 et i97o et quel serait le prix de revient, du courant.",electric,"{""text"": [""electric""], ""answer_start"": [70]}"
856,856,"avec toutes les réserves qui s'imposent, on peut résumer les réponses comme suit : a) la general electric est prête à construire, clé sur porte, une centrale à eau bouillante, à simple cycle et circulation forcée aux prix suivants :",electric,"{""text"": [""electric""], ""answer_start"": [97]}"
857,857,"l'international general electric à genève a, sur la base de l'offre faite par la jersey central pour la construction de la centrale de oyster creek, revisé son offre pour la construction d'une centrale de 500 mwe dans la communauté, en laissant envisager la possibilité d'élever 'la puissance à 600 mwe.",electric,"{""text"": [""electric""], ""answer_start"": [24]}"
858,858,"c) au mois de février 1964, l'international general electric à genève a proposé à la central electricity generating board (c.e.g.b.) à londres et à l'electricité de france (e.d.f.) à paris une c entrale ». de 1000 mwe pour un prix d'adjudication de 100 $/kwe.",electric,"{""text"": [""electric""], ""answer_start"": [52]}"
859,859,"en ce qui concerne les réacteurs expérimentaux, le réacteur ebr ii (62,5 mwth) est utilisé par l'aec depuis 1961; general electric a construit et exploité, en collaboration avec l'aec et le centre allemand de karlsruhe, le réacteur expérimental de 20 mwth sefor (χ); enfin, westinghouse assure la construction du grand réacteur d'essais fftf de 400 mwth qui devrait entrer en service en 1974.",electric,"{""text"": [""electric""], ""answer_start"": [122]}"
860,860,"les prévisions américaines de l'edison electric institute se situent entre 1,7 et 1,9 milis/kwh pour 1975, 1,5 à 1,7 milis/kwh pour 1980, 1,4 à 1,6 milis/kwh pour 1985.",electric,"{""text"": [""electric""], ""answer_start"": [39]}"
861,861,"il est à noter que l'edison electric institute prévoit une valeur constante de 2,1 u.c./kwe-an à partir de 1975.",electric,"{""text"": [""electric""], ""answer_start"": [28]}"
862,862,"a titre comparatif, les prévisions (fin 1969) de pedison electric institut pour les états-unis sont résumées au tableau iii.4.2 ci-dessous.",electric,"{""text"": [""electric""], ""answer_start"": [57]}"
863,863,"a l'occasion de l'appel d'offres lancé en 1969 par eugène water 6e electric bd (oregon), gulf general atomic a présenté un projet de centrale htgr de 1 100 mwe à des conditions concurrentielles aux projets de centra les à eau légère. toutefois, par suite d'une campagne contre la construction d'une centrale nucléaire, le projet d'eugène a été ajourné.",electric,"{""text"": [""electric""], ""answer_start"": [67]}"
864,864,— une lettre d'intention de la société philadelphia electric pour la construc tion de deux centrales de 1 160 mwe à mettre en service respectivement en 1979 et 1981.,electric,"{""text"": [""electric""], ""answer_start"": [52]}"
865,865,une étude a également été faite aux etats-unis par l'edison electric institute sur l'utilisation de plutonium dans l'htgr comme combustible d'appoint remplaçant l'u-235.,electric,"{""text"": [""electric""], ""answer_start"": [60]}"
866,866,la seule étude de comparaison des perspectives économiques aux états-unis des réacteurs à gaz à haute température vis-à-vis des réacteurs à eau légère est celle que l'edison electric institute a effectuée en 1969 (usa 13).,electric,"{""text"": [""electric""], ""answer_start"": [174]}"
867,867,"selon l'edison electric institute, le concept htr a la possibilité d'être un système de réacteur économiquement intéressant avant la commercialisation des réacteurs surgénérateurs.",electric,"{""text"": [""electric""], ""answer_start"": [15]}"
868,868,c'est pourquoi également qu'edison electric institute estimait que l'usaec devait poursuivre ses efforts de développement des réacteurs htr.,electric,"{""text"": [""electric""], ""answer_start"": [35]}"
869,869,"a titre d'exemple de résultats obtenus en dehors de la ceca en ce qui concerne des stations d'essai de corrosion atmosphérique, nous examinerons brièvement ci-après quatre travaux réalisés aux etats-unis d'amérique avec des objectifs assez voisins de ceux- qui ont conduit aux recherches ceca n° 1, 18 et 19; ces travaux ont été effectués sous les auspices de respectivement la pacific gas and electric company, 1'american society for testing and materials astm, la bethlehem steel corporation et 1'inland steel cy.*",electric,"{""text"": [""electric""], ""answer_start"": [394]}"
870,870,"la pacific gas and electric company a entrepris en 1956, en californie du nord, des essais en vue d'établir un index de corrosivitê de 15 différentes atmosphères vis-à-vis d'un même acier doux commercial mt.010 nu (0,05 c, 0,29 mn, 0,20 cu, 0,11 ni, 0,011 p, 0,023 s) avec surface brute de laminage,",electric,"{""text"": [""electric""], ""answer_start"": [19]}"
871,871,"conformément aux prévisions gouvernementales en matière de fourni ture d'énergie, l'électronucléaire couvrira toutefois 39^ de l'alimentation totale à l'horizon 1995» surclassant le pétrole (10^), le gnl (11%), 1'hydro-électricité (12^) et le charbon (14$) • le plus grand complexe électro-nucléaire du japon est la centrale atomique n° 1 de fukushima (maître d'oeuvre: tokyo electric power) qui dispose d'une puissance installée de 4 696 mw (six tranches de réacteur en fonctionnement).",electric,"{""text"": [""electric""], ""answer_start"": [376]}"
872,872,"en 1966, les produc teurs d'électricité outre-atlantique commandèrent plus de centrales nucléaires que de centrales classiques. général electric et westinghouse se partagèrent en 1966 et i967 un marché de l'ordre de 10 milliards de dollars.",electric,"{""text"": [""electric""], ""answer_start"": [136]}"
873,873,"outre les études écologiques, plusieurs recherches prospectives, comme celle de framingham et la western electric studv, ont montré l'existence d'une relation entre une forte consommation de graisses et une cbolesté-",electric,"{""text"": [""electric""], ""answer_start"": [105]}"
874,874,"l'analyse de la valeur est née aux états-unis, où l. d. miles lui a donné son nom de «value analysis», en la créant à la general electric co.",electric,"{""text"": [""electric""], ""answer_start"": [129]}"
875,875,"l'analyse de la valeur est née aux etats-unis, où l. d. miles lui a donné son nom de «value analysis», en la créant à la general electric co.",electric,"{""text"": [""electric""], ""answer_start"": [129]}"
876,876,"cette méthode, originaire des états­unis, doit son nom à l d. mlles, qui l'a inventée lorsqu'il travaillait à gec (general electric company),",electric,"{""text"": [""electric""], ""answer_start"": [123]}"
877,877,"cutre les études écologiques, plusieurs recherches prospectives, comme celle de framingham et la western electric study, ont montré 1'existence d'une relation entre une forte consommation de graisbes et une cholesté-",electric,"{""text"": [""electric""], ""answer_start"": [105]}"
878,878,compagnie: nucleat electric pic.,electric,"{""text"": [""electric""], ""answer_start"": [19]}"
879,879,le consortium reçoit également l'assistance d'un spécialiste du multimédia: electric paper company (irlande).,electric,"{""text"": [""electric""], ""answer_start"": [76]}"
880,880,"la société kyushu electric power co. a ainsi annoncé possé­der quatre­vingt ma­nipulateurs dits «de phase 1 », opération­nels sur le réseau moyenne tension au",electric,"{""text"": [""electric""], ""answer_start"": [18]}"
881,881,"- standard electric kirk, sek, filiale danoise d'itt et du principal fournisseur national d'équipements de commutation publique, de pabc et de postes téléphoniques (effectifs: 1.250 (1982), chiffre d'affaires:",electric,"{""text"": [""electric""], ""answer_start"": [11]}"
882,882,standard electric aura également besoin d'une centaine d'ingénieurs pour un centre de services logiciels.,electric,"{""text"": [""electric""], ""answer_start"": [9]}"
883,883,geisco (general electric information services) crée un lien entre la plupart des gros détaillants avec services télématiques et les grossistes et fabricants.,electric,"{""text"": [""electric""], ""answer_start"": [16]}"
884,884,"ce projet — cofinancé par la banque asiatique de développement, la bei, la banque mon diale et la western samoa electric power corporation — couvre la construction d'un réservoir de 10 millions de mètres cube, d'un canal d'amenée et d'une centrale électrique, ainsi que l'installation de l'équipement mécanique et des lignes de transmission. il a sensiblement amélioré la qualité de l'approvisionnement électrique sur l'île d'upolu.",electric,"{""text"": [""electric""], ""answer_start"": [112]}"
885,885,"le 15 septembre, la commission a également autorisé, pour une période de sept ans, une entreprise commune, british interactive broadcasting ltd (bib, qui a depuis pris le nom de «open»), dont les sociétés mères sont bskyb ltd, bt holdings ltd, middland bank pic et matsushita electric europe ltd.",electric,"{""text"": [""electric""], ""answer_start"": [276]}"
886,886,la commission approuve l'acquisition des activités non militaires de vsel par general electric company.,electric,"{""text"": [""electric""], ""answer_start"": [86]}"
887,887,"le 2 septembre 1994, dresser industries, ingersoll-rand, general electric et nuovo pignone ont notifié un projet de rachat à general electric par dresser et ingersoll-rand d'une participation minoritaire de 12 7c chacune dans nuovo pignone.",electric,"{""text"": [""electric""], ""answer_start"": [65]}"
888,888,"le 6 janvier 1995, la commission a reçu une notification concernant un projet d'entreprise commune entre general electric plastics b.v et basf aktiengesellschaft en vue de la production de téréphtalate de polybutylène (pbt), polymère sous forme de résine, qui est un matériau intermédiaire utilisé pour la production de matières plastiques mélangées et composées devant servir à des applications dans le domaine des équipements automobiles, électriques/électroniques et industriels.",electric,"{""text"": [""electric""], ""answer_start"": [113]}"
889,889,"le 31 août 1994, la commission a reçu une notification portant sur la création d'une entreprise commune : northern electric pic, par l'intermédiaire de sa filiale northgas, et neste production ltd ont constitué sovereign exploration ltd afin d'exploiter douze licences de gaz octroyées par le gouvernement du royaume-uni.",electric,"{""text"": [""electric""], ""answer_start"": [115]}"
890,890,"décision de la commission, le 15 juillet, d'approuver le projet d'acquisition d'avis lease par general electric capital corpora­tion (gecc).",electric,"{""text"": [""electric""], ""answer_start"": [103]}"
891,891,"general electric company (ge) achète à ente nazionale idrocarburi (eni) une participation de 69,33% dans l'entreprise nuovo pignone spa (np) dans le cadre de la privatisation engagée par le gouvernement italien.",electric,"{""text"": [""electric""], ""answer_start"": [8]}"
892,892,"le 11 octobre 1995, general electric capital corporation (ge capital), filiale à part entière de general electric company (états-unis), a annoncé la soumission d'une offre publique d'achat de sovac sa, groupe français de finance­ment spécialisé.",electric,"{""text"": [""electric""], ""answer_start"": [28]}"
893,893,gec alsthom est une entreprise commune néer­landaise créée par general electric company et alcatel alsthom cge.,electric,"{""text"": [""electric""], ""answer_start"": [71]}"
894,894,"cette opéra­tion a été suivie d'une prise de contrôle par general electric et bank america (les partenaires américains, par l'intermédiaire des entreprises cableuropa et spaincom), qui a rétabli une situation de contrôle en commun avec les parte­naires européens de ctc.",electric,"{""text"": [""electric""], ""answer_start"": [66]}"
895,895,objet: autoriser la création d'une entreprise com­mune entre la branche européenne de la division «silicones» de general electric — gese — et bayer ag.,electric,"{""text"": [""electric""], ""answer_start"": [121]}"
896,896,"à l'issue de l'opération, bayer n'aura plus aucune activité dans ce secteur, alors que general electric conservera ses activités dans ce domaine aux états­unis et dans le reste du monde.",electric,"{""text"": [""electric""], ""answer_start"": [95]}"
897,897,"objet: autoriser la création d'une entreprise com­mune entre general electric company et finmeccanica dans les secteurs des radars terrestres et navals, des systèmes de missiles, du contrôle du trafic aérien, des systèmes de commandement et de contrôle ainsi que des systèmes de simulation et d'entraînement.",electric,"{""text"": [""electric""], ""answer_start"": [69]}"
898,898,les autres transactions du top 10 américain ont été réalisées dans les secteurs de la production cinématographique où le groupe de boissons alcoolisées vins et boissons sucrées sea­gram company ltd a acheté mca inc; de la radio/télé­vision avec l'intégration verticale de cbs inc dans westin­ghouse electric corporation; et des transports avec la fusion par échange d'actions entre santa fe paci­fic corporation et burlington northern inc.,electric,"{""text"": [""electric""], ""answer_start"": [299]}"
899,899,"la vague a égale­ment été renforcée par la décision du secrétaire au commerce et à l'industrie michael heseltine de déclarer compatible avec les règles de concurrence la tentative d'achat de northern electric par trafalgar house, même si l'opération n'a pas abouti.",electric,"{""text"": [""electric""], ""answer_start"": [200]}"
900,900,"le 13 septembre 1994, la commission a reçu une notification, conformément à l'article 4 du règlement (cee) n° 4064/89 du conseil, du 21 décembre 1989, relatif au contrôle des opérations de concentration entre entreprises ('), d'un projet de concentration par lequel les entreprises matra hachette sa (matra) et the general electric company pic (gec), par leur entreprise commune matra marconi space nv, acquièrent, au sens de l'article 3 paragraphe 1 point b) dudit règlement, le contrôle de parties de ferranti international pic, à savoir de la division satcomms (ferranti satcomms).",electric,"{""text"": [""electric""], ""answer_start"": [323]}"
901,901,"en particulier, digital a accordé une licence de fabrication pour les microprocesseurs alpha axp à mitsubishi electric corporation, japon.",electric,"{""text"": [""electric""], ""answer_start"": [110]}"
902,902,"the plessey company plc contre the general electric company plc & others, 1988 (non publié) les faits l'entreprise plessey demandait une mesure provisoire qui empêcherait gec et siemens de faire une offre d'achat commune des actions plessey (elle affirmait que l'opération était contraire à l'article 85) aussi longtemps que la commission n'aurait pas rendu sa décision dans la procédure qu'elle avait engagée sur cette opération.",electric,"{""text"": [""electric""], ""answer_start"": [43]}"
903,903,la commission autorise la création d'une entreprise commune entre bayer ag. el general electric dans le secteur des silicones,electric,"{""text"": [""electric""], ""answer_start"": [87]}"
904,904,"dans le secteur des grands moteurs (60 % du marché total), les deux autres concurrents principaux de ρ & w sont general electric (ge, états­unis d'amérique) et rolls­royce (rr, royaume­uni). les parts estimées de marché (valeur moyenne de 1985 à 1990) sont les suivantes: le groupe daimler­benz se compose de quatre unités: mercedes­benz dans le secteur automobile, aeg pour les produits électrotechniques, dasa qui comprend mtu pour les secteurs de l'aérospatiale et de la défense et daimler­benz inter services pour les finances et les services.",electric,"{""text"": [""electric""], ""answer_start"": [120]}"
905,905,"5.4.1 le bruit du moteur de la locomotive en marche a été déterminé dans la cabine de deux locomotives cockerill, de deux locomotives general electric et de quelques autres locomotives diesel-électriques.",electric,"{""text"": [""electric""], ""answer_start"": [142]}"
906,906,niveaux de pression acoustique en db par bande d'octave sur la locomotive 98 (general electric,electric,"{""text"": [""electric""], ""answer_start"": [86]}"
907,907,isolement acoustique en db par bande d'octave dû aux parois de la cabine d'une locomot general electric (locomotive 98),electric,"{""text"": [""electric""], ""answer_start"": [95]}"
908,908,"- 104 véhicules ferroviaires étaient alors équipés d'avertisseurs de 1175 hz, montés à l'endroit voulu, tandis que 4 locomotives diesel-électriques general electric seulement n'étaient pas encore munies de l'installation de coupure.",electric,"{""text"": [""electric""], ""answer_start"": [156]}"
909,909,"cette mesure ne pourra, à notre avis, être appliquée que lorsque les locomotives cockerill auront été retirées du parc et que les locomotives general electric seront commandées à distance, de sorte que le conducteur se trouvera alors plus éloigné de l'avertisseur que ce n'est aujourd'hui généralement le cas pour l'accrocheur de wagons.",electric,"{""text"": [""electric""], ""answer_start"": [150]}"
910,910,southern electric plc / conseil de l'ue - commission des ce : t-445/93 rad.06/04/95,electric,"{""text"": [""electric""], ""answer_start"": [9]}"
911,911,"c-104/9ö matsushita electric industrial c/ conseil annulation du règlement cee 112/90 du conseil, du 16 janvier 1990, instituant un droit antidumping définitif sur les importations de certains lecteurs de compact-disques originaires du japon et de la république de corée.",electric,"{""text"": [""electric""], ""answer_start"": [20]}"
912,912,"en 1881, cette dernière rachète à western union sa filiale western electric (dont l'usine est considérée comme la meilleure aux etats­unis), puis, en 1885, théodore vail crée une filiale chargée des liaisons interurbaines et internationales : l'american telephone and telegraph (at & t).",electric,"{""text"": [""electric""], ""answer_start"": [67]}"
913,913,"(1) née de l'acquisition par general telephone & electronics (gte) en juin 1983 de southern pacific communications (spc), autre occ qui réalisait environ 1 % du trafic longue distance. (2) c'est en 1925 qu'est signé l'accord de ""partage du monde"" entre at & t : le gouvernement ayant obligé la western electric à se défaire de ses filiales étrangères, at & t les cède à itt qui, en échange, s'engage à ne pas intervenir dans les télécommunications en amérique du nord.",electric,"{""text"": [""electric""], ""answer_start"": [302]}"
914,914,"81/673/cee: décision de la commission, du 23 juillet 1981, constatant que l'importation de l'appareil dénommé «general electric - ct/t 8800 scanner system» ne peut être faite en franchise des droits du tarif douanier commun jo l 244 27.08.81 p.45.",electric,"{""text"": [""electric""], ""answer_start"": [119]}"
915,915,construction d'une fabrique d'éléments de verre pour tubes cathodiques à cardiff (wales) nippon electric glass ltd,electric,"{""text"": [""electric""], ""answer_start"": [96]}"
916,916,"jordanian electric power company ltd par l'intermédiaire du royaume hachémite de jordanie 6,2 millions de dinars jordaniens",electric,"{""text"": [""electric""], ""answer_start"": [10]}"
917,917,renforcement et réhabilitation des réseaux de distribution d'électricité dans le sud southern electric pic,electric,"{""text"": [""electric""], ""answer_start"": [94]}"
918,918,construction d'une fabrique d'éléments de verre pour tubes cathodiques à cardiff (wales) nippon electric glass ltd,electric,"{""text"": [""electric""], ""answer_start"": [96]}"
919,919,la commission a décidé de ne pas soulever d'objection à l'octroi d'une aide à l'investissement en faveur de l'entreprise general electric plastics sl pour la construction d'une nouvelle unité de pro duction de polycarbonate.,electric,"{""text"": [""electric""], ""answer_start"": [129]}"
920,920,"en dépit de l'étendue et de la gravité des problèmes posés par l'opération, schneider electric n'a pas proposé à temps des engagements suffisants pour assurer, après la fusion, le rétablissement de conditions de concurrence effectives au bénéfice des consommateurs français et d'autres pays.",electric,"{""text"": [""electric""], ""answer_start"": [86]}"
921,921,"affaires t-310/01 et t-77/02, schneider electric sa/commission, arrêts du 22 octobre 2002.",electric,"{""text"": [""electric""], ""answer_start"": [40]}"
922,922,"objet: autoriser l'acquisition par general electric medical systems de l'entreprise finlandaise instrumentarium, sous réserve du respect des engagements pris par les parties.",electric,"{""text"": [""electric""], ""answer_start"": [43]}"
923,923,"décision de la commission,le 21janvier.objet:la commission a approuvé l’acquisitionpar la société américaine general electric medical systems (ge) (imagerie diagnostique médicale) de l’entreprise britannique amersham(agents pharmaceutiques diagnostiques).",electric,"{""text"": [""electric""], ""answer_start"": [117]}"
924,924,"1) la communauté européenne est condamnée à répa-rer,d’une part,les frais encourus par schneider electric sa pour participer à la reprise de la procédure decontrôle de l’opération de concentration intervenueaprès le prononcé des arrêts du tribunal du 22octobre2002,schneider electric/commission (t-310/01 et t-77/02),et,d’autre part,les deux tiers du dommage subipar schneider electric à raison du montant de la réduction du prix de cession de legrand sa que schneider electric a dû consentir au cessionnaire en contrepartie",electric,"{""text"": [""electric""], ""answer_start"": [97]}"
925,925,schneider electric et legrand sont deux grands groupes industriels français.,electric,"{""text"": [""electric""], ""answer_start"": [10]}"
926,926,"le 10 octobre, la commission a interdit l'acquisition de legrand par schneider electric (2).",electric,"{""text"": [""electric""], ""answer_start"": [79]}"
927,927,"en dépit de l'étendue et de la gravité des problèmes posés par l'opération, schneider electric n'a pas proposé à temps des engagements suffi­sants pour assurer, après la fusion, le rétablissement de conditions de concur­rence effectives au bénéfice des consommateurs français et d'autres pays.",electric,"{""text"": [""electric""], ""answer_start"": [86]}"
928,928,"la première de ces décisions définit des mesures aux fins de la cessionde la participation détenue par l’entreprise de droit suisse tetra laval dansl’entreprise française sidel, accordant une certaine liberté à tetra en ce quiconcerne le choix d’un ou de plusieurs acquéreurs appropriés et d’un mode decession adapté dans un délai imparti; la seconde décision définit des mesures auxfins de la séparation de schneider electric et de legrand, deux fabricants français d’équipement électrique, en permettant à schneider de choisir la forme juridique de cette séparation tout en étant tenue de vendre toutes ses actions legrand en bloc et de ramener sa participation dans legrand à moins de 5 %.dans les deux cas, les sociétés concernées ont contesté devant le tribunal de",electric,"{""text"": [""electric""], ""answer_start"": [418]}"
929,929,"dans l’affaire schneider electric sa/commission, c’est à l’issue d’une procédureaccélérée qui a duré moins de dix mois que le tribunal a annulé la décision dela commission interdisant la concentration entre les groupes français schneideret legrand, tous deux producteurs de matériels électriques basse tension, ainsique la décision ordonnant en conséquence leur séparation.",electric,"{""text"": [""electric""], ""answer_start"": [25]}"
930,930,"par de´cision du 2 septembre (3), la commission a autorise´ l’acquisition, par general electric medical systems, de l’entreprise finlandaise instrumentarium, sous re´serve du respect des engagements pris par les parties.",electric,"{""text"": [""electric""], ""answer_start"": [87]}"
931,931,l'affaire la plus controversée de l'année 2001 aura été l'opération proposée entre general electric (ge) and honeywell.,electric,"{""text"": [""electric""], ""answer_start"": [91]}"
932,932,"enfin, ge informera par écrit la commission de tout ordre d'achat passé par sa filiale general electric capital services (gecas) pour tout nouvel appareil équipé du nouveau moteur.",electric,"{""text"": [""electric""], ""answer_start"": [95]}"
933,933,la commission autorise general electric (usa) à acquérir les turbines à gaz à haut rendement de alstom (france),electric,"{""text"": [""electric""], ""answer_start"": [31]}"
934,934,"les parties aux accords sont: hitachi ltd, matsushita electric industrial co. ltd, mitsubishi electric corp., time warner inc. et toshiba corp.",electric,"{""text"": [""electric""], ""answer_start"": [54]}"
935,935,la commission approuve la création d’une entreprise commune entre general electric company (états-unis) et thomson-csf (france) dans le domaine de la formation sur simulateur de vol,electric,"{""text"": [""electric""], ""answer_start"": [74]}"
936,936,"affaire t-310/01, schneider electric sa/commission des communautés européennes.",electric,"{""text"": [""electric""], ""answer_start"": [28]}"
937,937,"le 21 janvier, la commission a décidé d’autoriser l’opération par laquelle la société américaine general electric (ge) envisageait d’acquérir la société britannique de produits pharmaceutiques diagnostiques et de biosciences amersham plc.",electric,"{""text"": [""electric""], ""answer_start"": [105]}"
938,938,"le 14 décembre, le tribunal de première instance a conrmé la décision de la commission d’interdire la concentration entre general electric company (ge) et honeywell inc. (honeywell).",electric,"{""text"": [""electric""], ""answer_start"": [130]}"
939,939,la commission autorise l’acquisition de l’activité «éoliennes» d’enron par une filiale de general electric,electric,"{""text"": [""electric""], ""answer_start"": [98]}"
940,940,"la société general electric (ge) a desactivités diversifiées dans le monde entier; par l’intermédiaire de ge medical systems, elle commercialise une vaste gamme d’appareils médicaux, dont les appareils de diagnostic médical par imagerie(comme les appareils à rayons x), les systèmes électromédicaux (comme les moniteurs de surveillancedes patients) et les solutions informatiques pour les hôpitaux.",electric,"{""text"": [""electric""], ""answer_start"": [19]}"
941,941,la commission enquête sur l’acquisition par general electric du fabricant d’équipements médicaux finlandais instrumentarium,electric,"{""text"": [""electric""], ""answer_start"": [52]}"
942,942,"asc training & consulting – fondatrice et associée edelman pr international – présidente et pdg, europe general electric – directrice des services de formation interne dsm fine chemicals – directrice r & d international, chef du carter sara, professeure croft susan d’antona rosanna dankfort-nevel nina de brabander ellen, dr",electric,"{""text"": [""electric""], ""answer_start"": [112]}"
943,943,"nina dankfort-nevel est directrice des services de formation interne chez general electric à bruxelles, et membre du comité exécutif du réseau des femmes de ge en europe, dont l’objectif consiste à accroître le nombre de femmes occupant des fonctions dirigeantes.",electric,"{""text"": [""electric""], ""answer_start"": [82]}"
944,944,"skoda electric était chargé de la création du bus, notamment de son groupe moteur électrique de traction et de l’intégration du système, et proton motor de fournir le système de propulsion à pile à combustible triple hybride.ce bus de taille standard (mètres de long) utilise une pile à combustible proton motor de kw ainsi qu’une batterie de supercondensateurs qui se rechargent lors du freinage. le bus a une capacité de kg",electric,"{""text"": [""electric""], ""answer_start"": [6]}"
945,945,"la multinationale general electric lighting - qui possède huit usines en hongrie, emploie 11 000 salariés et exporte 95% de sa production - est un partenaire enthousiaste du programme.",electric,"{""text"": [""electric""], ""answer_start"": [26]}"
946,946,"de nombreux clients étrangers de ds2,comme mitsubishi electric et l’entreprisesuisse ascom, ont déjà fait part de leur intérêt pour l’acquisition de licences sur la technologie de la deuxième génération.",electric,"{""text"": [""electric""], ""answer_start"": [54]}"
947,947,"leprojet adoc, financé par le programme technologies de la société de l’information, afourni l’occasion à ds2 de s’attaquer à cesproblèmes dans le cadre d’une coopérationavec le concepteur de semi-conducteurs portugais chipidea, schneider electric powerline communications (sepc) et la compagnie",electric,"{""text"": [""electric""], ""answer_start"": [239]}"
948,948,"de nombreux clients étrangers de ds2,comme mitsubishi electric et l’entreprisesuisse ascom, ont déjà fait part de leur intérêt pour l’acquisition de licences sur la technologie de la deuxième génération.",electric,"{""text"": [""electric""], ""answer_start"": [54]}"
949,949,"voilà comment luca francesconi, directeur artistique de la section musique de la biennale de venise, décrit the electric body, premier campus enparts organisé en 2009 à venise.",electric,"{""text"": [""electric""], ""answer_start"": [112]}"
950,950,"la cnil a ainsi accepté, le 30 juin 2005, que les «règles internes» («bcr») du groupe general electric puissent être valablement utilisées pour encadrer les nombreux transferts internationaux de données que ce groupe opère en son sein pour des finalités de gestion des ressources humaines.",electric,"{""text"": [""electric""], ""answer_start"": [94]}"
951,951,schneider electric sa / commission des communautés européennes,electric,"{""text"": [""electric""], ""answer_start"": [10]}"
952,952,"le montant des dépens à rembourser est une cause fréquente de contestation. ainsi la commission a-t-elle considéré comme excessifs les montants qui ont été réclamés par les représentants des sociétés airtours et schneider electric après que le tribunal eut annulé les décisions interdisant respectivement à airtours d’acquérir la société first choice (arrêt du 6 juin 2002, airtours/commission, t-342/99, rec. p. ii-2585) et à schneider electric d’acquérir la société legrand (arrêt du 22 octobre 2002, schneider electric/commission, t-310/01, rec. p. ii-4071), ainsi que la décision ordonnant la séparation des entreprises (arrêt du 22 octobre 2002, schneider electric/commission, t-77/02, rec. p. ii-4201).",electric,"{""text"": [""electric""], ""answer_start"": [222]}"
953,953,"en l’espèce, la commission avait adopté une telle décision dans le cadre de la procédure administrative rouverte après les deux arrêts prononçant l’annulation de la décision d’incompatibilité de la concentration entre schneider electric et legrand, deux producteurs de matériels électriques basse tension, ainsi que l’annulation de la décision de séparation de ces deux entités10.",electric,"{""text"": [""electric""], ""answer_start"": [228]}"
954,954,"elcidis, electric city distribution system, c'est un projet soutenu par la commission européenne (plus précisément par le programme thermie de la commission) et qui vise à désengorger les rues des centre-villes et à diminuer la pollution atmosphérique tout en assurant les livraisons aux professionnels. sionnels.",electric,"{""text"": [""electric""], ""answer_start"": [9]}"
955,955,"le coût de cette analyse préalable est estimé à 1,65 million d’eur, et sera partagé entre plusieurs donateurs dont l’afd (0,15 mio eur), la kfw pour le compte de l’état allemand (0,20 millions d’eur), la bafd (0,38 million d’eur), la dbsa (0,2 million d’eur) et l’ethiopian electric power corporation conjointement avec le ministère de l’énergie du kenya (0,15 million d’eur). le fonds fiduciaire financera le solde, soit 0,55 million d’eur.",electric,"{""text"": [""electric""], ""answer_start"": [274]}"
956,956,"en grande-bretagne, l'apprentissage par l'action fut adopté par la general electric company (geo en 1974.",electric,"{""text"": [""electric""], ""answer_start"": [75]}"
957,957,"le groupe est conscient du fait que danfoss et foss electric ne peuvent être consi dérés comme des exemples typiques de la situation au danemark, étant donné que ces entreprises se situent de toute évidence à l'extrémité la plus inhabituelle de l'échelle.",electric,"{""text"": [""electric""], ""answer_start"": [52]}"
958,958,il faut espérer que les descriptions faites de danfoss et de foss electric ne laisseront pas au lecteur l'impression que c'est seulement dans ces entreprises qu'il est possible de réaliser des progrès.,electric,"{""text"": [""electric""], ""answer_start"": [66]}"
959,959,"junge-jensen, finn: rapport om forsøgene på n. foss electric (rapport but des expériences entreprises chez n. foss electric) polycopié. copenhague, 1974.",electric,"{""text"": [""electric""], ""answer_start"": [52]}"
960,960,"une étude entreprise par general electric faisait ressortir une réduction de 32% de la fréquence des accidents à la suite d'un accroissement de l'éclairage de 54 à 22 lumens (mccormick, 1964).",electric,"{""text"": [""electric""], ""answer_start"": [33]}"
961,961,"l'importance des facteurs psychologique fut sérieusement étudiée pour la première fois dans les expériences de hawthorne chez western electric dans les années 30 (roethlisberger et dickson, 1964; mayo 1930).",electric,"{""text"": [""electric""], ""answer_start"": [134]}"
962,962,"des entreprises américaines telles gue ecova, envirogen, genencor, general electric seraient également actives",electric,"{""text"": [""electric""], ""answer_start"": [75]}"
